Time (s),SEF,HTR,BW0,BW1,MET,MAP,PAR,GAR,GF1,GF2,EXT,Pres (hPa),dP (hPa/line),Temp (C),Batt (V),Cap (V),GPS Flag (HEX),GPS SV,Lon,Lat,Alt (m),Date,Time,gSpeed (m/s),aRate (m/s),aFilt (m/s),heading (deg)
14903,,,,,,,,,,,,993.99,0.00,29.0,3.31,3.35,1,15,-77.08786,39.45767,219.92,20220731,16:46:58,0.04,0.05,0.11,240,
14904,,,,,,,,,,,,994.01,0.00,29.0,3.31,3.35,1,15,-77.08786,39.45767,219.93,20220731,16:46:59,0.11,0.14,0.11,240,
14905,,,,,,,,,,,,993.94,-0.00,29.0,3.31,3.35,1,16,-77.08786,39.45767,220.08,20220731,16:47:00,0.11,0.31,0.11,240,
14906,,,,,,,,,,,,993.95,-0.00,29.0,3.31,3.35,1,18,-77.08786,39.45767,220.14,20220731,16:47:01,0.06,0.13,0.11,240,
14907,,,,,,,,,,,,993.99,0.00,29.0,3.31,3.35,1,17,-77.08786,39.45767,220.36,20220731,16:47:02,0.08,0.26,0.12,240,
14908,,,,,,,,,,,,993.96,-0.00,29.1,3.31,3.35,1,18,-77.08786,39.45767,220.66,20220731,16:47:03,0.21,0.38,0.13,240,
14909,,,,,,,,,,,,993.97,-0.00,29.1,3.31,3.35,1,17,-77.08786,39.45767,220.69,20220731,16:47:04,0.05,0.07,0.12,240,
14910,,,,,,,,,,,,993.97,-0.00,29.1,3.31,3.35,1,18,-77.08786,39.45767,220.89,20220731,16:47:05,0.04,0.11,0.12,240,
14911,,,,,,,,,,,,993.99,0.00,29.1,3.32,3.35,1,18,-77.08786,39.45767,220.70,20220731,16:47:06,0.11,-0.04,0.12,240,
14912,,,,,,,,,,,,993.97,-0.00,29.1,3.32,3.35,1,17,-77.08786,39.45767,220.65,20220731,16:47:07,0.05,0.03,0.12,240,
14913,,,,,,,,,,,,994.05,0.00,29.1,3.32,3.35,1,17,-77.08786,39.45767,220.57,20220731,16:47:08,0.12,0.08,0.11,240,
14914,,,,,,,,,,,,994.00,0.00,29.1,3.32,3.35,1,18,-77.08786,39.45767,220.54,20220731,16:47:09,0.06,0.09,0.11,240,
14915,,,,,,,,,,,,994.00,0.00,29.1,3.32,3.35,1,15,-77.08786,39.45767,220.60,20220731,16:47:10,0.06,0.15,0.11,240,
14916,,,,,,,,,,,,993.96,-0.00,29.1,3.32,3.35,1,17,-77.08786,39.45767,220.63,20220731,16:47:11,0.10,0.07,0.11,240,
14917,,,,,,,,,,,,993.98,0.00,29.1,3.32,3.35,1,16,-77.08786,39.45767,220.56,20220731,16:47:12,0.06,0.21,0.12,240,
14918,,,,,,,,,,,,994.07,0.00,29.1,3.32,3.35,1,16,-77.08786,39.45767,220.34,20220731,16:47:13,0.15,0.27,0.12,240,
14919,,,,,,,,,,,,993.97,-0.00,29.1,3.32,3.35,1,17,-77.08786,39.45767,220.20,20220731,16:47:14,0.01,0.12,0.12,240,
14920,,,,,,,,,,,,994.04,0.00,29.1,3.32,3.35,1,16,-77.08786,39.45767,219.92,20220731,16:47:15,0.10,-0.20,0.11,240,
14921,,,,,,,,,,,,993.99,0.00,29.1,3.31,3.35,1,17,-77.08786,39.45767,219.76,20220731,16:47:16,0.04,-0.04,0.11,240,
14922,,,,,,,,,,,,993.96,-0.00,29.1,3.31,3.35,1,17,-77.08786,39.45767,219.51,20220731,16:47:17,0.05,0.10,0.11,240,
14923,,,,,,,,,,,,993.98,-0.00,29.1,3.31,3.35,1,17,-77.08787,39.45767,219.27,20220731,16:47:18,0.09,0.09,0.11,240,
14924,,,,,,,,,,,,994.03,0.00,29.1,3.31,3.35,1,17,-77.08787,39.45767,219.25,20220731,16:47:19,0.15,0.17,0.11,240,
14925,,,,,,,,,,,,994.00,0.00,29.1,3.31,3.35,1,17,-77.08787,39.45767,219.27,20220731,16:47:20,0.11,0.20,0.11,240,
14926,,,,,,,,,,,,993.92,-0.00,29.1,3.31,3.35,1,17,-77.08787,39.45767,219.08,20220731,16:47:21,0.06,0.11,0.11,240,
14927,,,,,,,,,,,,993.94,-0.00,29.1,3.31,3.35,1,17,-77.08787,39.45767,218.81,20220731,16:47:22,0.04,0.01,0.11,240,
14928,,,,,,,,,,,,993.98,-0.00,29.1,3.31,3.35,1,17,-77.08787,39.45767,218.30,20220731,16:47:23,0.10,0.05,0.10,240,
14929,,,,,,,,,,,,993.99,0.00,29.1,3.31,3.35,1,17,-77.08788,39.45767,218.12,20220731,16:47:24,0.10,0.07,0.10,240,
14930,,,,,,,,,,,,993.99,0.00,29.1,3.31,3.35,1,17,-77.08788,39.45767,218.09,20220731,16:47:25,0.06,-0.03,0.10,240,
14931,,,,,,,,,,,,994.02,0.00,29.1,3.31,3.35,1,17,-77.08788,39.45767,217.96,20220731,16:47:26,0.07,-0.12,0.09,240,
14932,,,,,,,,,,,,993.94,-0.00,29.1,3.31,3.35,1,17,-77.08788,39.45767,217.86,20220731,16:47:27,0.16,-0.07,0.09,240,
14933,,,,,,,,,,,,994.06,0.00,29.1,3.31,3.35,1,16,-77.08788,39.45767,217.71,20220731,16:47:28,0.18,-0.13,0.08,240,
14934,,,,,,,,,,,,993.99,0.00,29.1,3.31,3.35,1,17,-77.08788,39.45767,217.54,20220731,16:47:29,0.10,-0.17,0.08,240,
14935,,,,,,,,,,,,994.04,0.00,29.1,3.31,3.35,1,17,-77.08788,39.45767,217.56,20220731,16:47:30,0.08,0.05,0.07,240,
14936,,,,,,,,,,,,993.95,-0.00,29.1,3.31,3.35,1,17,-77.08788,39.45767,217.61,20220731,16:47:31,0.13,0.06,0.07,240,
14937,,,,,,,,,,,,994.00,0.00,29.1,3.31,3.35,1,17,-77.08788,39.45767,217.83,20220731,16:47:32,0.16,0.17,0.08,240,
14938,,,,,,,,,,,,994.04,0.00,29.1,3.31,3.35,1,17,-77.08788,39.45767,218.03,20220731,16:47:33,0.12,0.37,0.08,240,
14939,,,,,,,,,,,,994.01,0.00,29.1,3.31,3.35,1,16,-77.08788,39.45767,218.06,20220731,16:47:34,0.06,0.17,0.09,240,
14940,,,,,,,,,,,,993.97,-0.00,29.1,3.31,3.35,1,17,-77.08788,39.45767,218.27,20220731,16:47:35,0.22,0.11,0.09,240,
14941,,,,,,,,,,,,993.96,-0.00,29.1,3.31,3.35,1,17,-77.08788,39.45767,218.35,20220731,16:47:36,0.10,-0.06,0.08,240,
14942,,,,,,,,,,,,993.98,-0.00,29.1,3.31,3.35,1,17,-77.08788,39.45767,218.35,20220731,16:47:37,0.05,0.12,0.08,240,
14943,,,,,,,,,,,,994.00,0.00,29.1,3.31,3.35,1,17,-77.08788,39.45767,218.41,20220731,16:47:38,0.09,0.14,0.09,240,
14944,,,,,,,,,,,,994.05,0.00,29.1,3.31,3.35,1,17,-77.08788,39.45768,218.48,20220731,16:47:39,0.13,0.16,0.09,240,
14945,,,,,,,,,,,,994.03,0.00,29.1,3.31,3.35,1,17,-77.08788,39.45768,218.33,20220731,16:47:40,0.12,-0.02,0.09,240,
14946,,,,,,,,,,,,993.95,-0.00,29.1,3.31,3.35,1,17,-77.08788,39.45768,218.31,20220731,16:47:41,0.22,0.07,0.08,240,
14947,,,,,,,,,,,,993.98,-0.00,29.1,3.31,3.35,1,17,-77.08788,39.45768,218.26,20220731,16:47:42,0.08,0.10,0.08,240,
14948,,,,,,,,,,,,994.01,0.00,29.1,3.31,3.35,1,17,-77.08788,39.45768,218.41,20220731,16:47:43,0.13,0.65,0.10,240,
14949,,,,,,,,,,,,993.94,-0.00,29.1,3.31,3.35,1,17,-77.08789,39.45768,218.34,20220731,16:47:44,0.12,0.25,0.11,240,
14950,,,,,,,,,,,,994.02,0.00,29.1,3.31,3.35,1,17,-77.08789,39.45768,218.16,20220731,16:47:45,0.17,-0.03,0.10,240,
14951,,,,,,,,,,,,994.02,0.00,29.1,3.33,3.35,1,16,-77.08789,39.45768,218.11,20220731,16:47:46,0.02,-0.01,0.10,240,
14952,,,,,,,,,,,,994.05,0.00,29.1,3.33,3.35,1,17,-77.08789,39.45768,217.86,20220731,16:47:47,0.18,-0.14,0.09,240,
14953,,,,,,,,,,,,993.98,-0.00,29.1,3.33,3.35,1,17,-77.08789,39.45768,217.68,20220731,16:47:48,0.12,0.02,0.09,240,
14954,,,,,,,,,,,,993.92,-0.00,29.1,3.33,3.35,1,16,-77.08789,39.45768,217.42,20220731,16:47:49,0.21,-0.02,0.09,240,
14955,,,,,,,,,,,,993.96,-0.00,29.1,3.33,3.35,1,16,-77.08789,39.45768,217.37,20220731,16:47:50,0.04,0.17,0.09,240,
14956,,,,,,,,,,,,993.95,-0.00,29.1,3.33,3.35,1,16,-77.08789,39.45768,217.28,20220731,16:47:51,0.07,0.07,0.09,240,
14957,,,,,,,,,,,,993.95,-0.00,29.1,3.33,3.35,1,15,-77.08789,39.45768,217.00,20220731,16:47:52,0.06,0.03,0.09,240,
14958,,,,,,,,,,,,993.91,-0.00,29.1,3.33,3.35,1,16,-77.08789,39.45768,216.95,20220731,16:47:53,0.10,0.20,0.09,240,
14959,,,,,,,,,,,,993.99,0.00,29.1,3.33,3.35,1,16,-77.08790,39.45768,216.84,20220731,16:47:54,0.05,0.11,0.09,240,
14960,,,,,,,,,,,,993.93,-0.00,29.1,3.33,3.35,1,16,-77.08790,39.45768,216.76,20220731,16:47:55,0.13,-0.02,0.09,240,
14961,,,,,,,,,,,,993.96,-0.00,29.1,3.32,3.35,1,18,-77.08789,39.45768,216.80,20220731,16:47:56,0.09,0.03,0.09,240,
14962,,,,,,,,,,,,993.96,-0.00,29.1,3.32,3.35,1,18,-77.08790,39.45768,216.57,20220731,16:47:57,0.13,-0.13,0.08,240,
14963,,,,,,,,,,,,994.03,0.00,29.1,3.32,3.35,1,16,-77.08790,39.45769,216.74,20220731,16:47:58,0.13,0.20,0.08,240,
14964,,,,,,,,,,,,993.96,-0.00,29.1,3.32,3.35,1,18,-77.08789,39.45769,216.89,20220731,16:47:59,0.10,0.17,0.08,240,
14965,,,,,,,,,,,,993.97,-0.00,29.2,3.32,3.35,1,18,-77.08789,39.45769,217.14,20220731,16:48:00,0.10,0.22,0.09,240,
14966,,,,,,,,,,,,993.97,-0.00,29.2,3.32,3.35,1,16,-77.08789,39.45769,217.24,20220731,16:48:01,0.24,0.15,0.09,240,
14967,,,,,,,,,,,,993.92,-0.00,29.2,3.32,3.35,1,18,-77.08789,39.45769,217.26,20220731,16:48:02,0.03,0.09,0.09,240,
14968,,,,,,,,,,,,993.92,-0.00,29.2,3.32,3.35,1,18,-77.08789,39.45768,216.93,20220731,16:48:03,0.17,0.07,0.09,240,
14969,,,,,,,,,,,,993.95,-0.00,29.2,3.32,3.35,1,16,-77.08789,39.45768,216.86,20220731,16:48:04,0.14,0.12,0.09,240,
14970,,,,,,,,,,,,993.96,-0.00,29.2,3.32,3.35,1,18,-77.08789,39.45768,217.04,20220731,16:48:05,0.05,0.12,0.09,240,
14971,,,,,,,,,,,,993.95,-0.00,29.2,3.31,3.35,1,18,-77.08789,39.45768,217.10,20220731,16:48:06,0.02,0.01,0.09,240,
14972,,,,,,,,,,,,994.00,0.00,29.2,3.31,3.35,1,17,-77.08789,39.45768,217.34,20220731,16:48:07,0.11,0.18,0.09,240,
14973,,,,,,,,,,,,993.93,-0.00,29.2,3.31,3.35,1,18,-77.08789,39.45768,217.49,20220731,16:48:08,0.09,0.11,0.09,240,
14974,,,,,,,,,,,,993.98,0.00,29.2,3.31,3.35,1,18,-77.08788,39.45768,217.66,20220731,16:48:09,0.02,0.08,0.09,240,
14975,,,,,,,,,,,,993.93,-0.00,29.2,3.31,3.35,1,17,-77.08789,39.45768,217.63,20220731,16:48:10,0.01,0.06,0.09,240,
14976,,,,,,,,,,,,993.98,0.00,29.2,3.31,3.35,1,18,-77.08788,39.45768,217.77,20220731,16:48:11,0.12,0.13,0.09,240,
14977,,,,,,,,,,,,993.91,-0.00,29.2,3.31,3.35,1,18,-77.08788,39.45768,217.98,20220731,16:48:12,0.07,0.21,0.09,240,
14978,,,,,,,,,,,,993.98,0.00,29.2,3.31,3.35,1,17,-77.08788,39.45768,218.05,20220731,16:48:13,0.16,0.45,0.11,240,
14979,,,,,,,,,,,,993.95,-0.00,29.2,3.31,3.35,1,18,-77.08789,39.45768,217.99,20220731,16:48:14,0.02,0.13,0.11,240,
14980,,,,,,,,,,,,993.96,-0.00,29.2,3.31,3.35,1,17,-77.08789,39.45768,217.91,20220731,16:48:15,0.13,-0.12,0.10,240,
14981,,,,,,,,,,,,994.03,0.00,29.2,3.31,3.35,1,17,-77.08789,39.45768,217.88,20220731,16:48:16,0.10,-0.16,0.09,240,
14982,,,,,,,,,,,,993.98,0.00,29.2,3.31,3.35,1,17,-77.08789,39.45768,217.77,20220731,16:48:17,0.15,-0.07,0.09,240,
14983,,,,,,,,,,,,993.94,-0.00,29.2,3.31,3.35,1,18,-77.08789,39.45768,217.84,20220731,16:48:18,0.11,0.10,0.09,240,
14984,,,,,,,,,,,,994.00,0.00,29.2,3.31,3.35,1,18,-77.08789,39.45768,217.91,20220731,16:48:19,0.11,0.15,0.09,240,
14985,,,,,,,,,,,,993.92,-0.00,29.2,3.31,3.35,1,18,-77.08788,39.45769,218.12,20220731,16:48:20,0.29,0.23,0.09,240,
14986,,,,,,,,,,,,993.94,-0.00,29.2,3.31,3.35,1,18,-77.08788,39.45769,218.27,20220731,16:48:21,0.15,0.26,0.10,240,
14987,,,,,,,,,,,,993.93,-0.00,29.2,3.31,3.35,1,16,-77.08788,39.45769,218.18,20220731,16:48:22,0.08,0.06,0.10,240,
14988,,,,,,,,,,,,993.96,-0.00,29.2,3.31,3.35,1,18,-77.08788,39.45768,218.19,20220731,16:48:23,0.02,0.19,0.10,240,
14989,,,,,,,,,,,,994.01,0.00,29.2,3.31,3.35,1,18,-77.08789,39.45769,218.27,20220731,16:48:24,0.11,0.26,0.10,240,
14990,,,,,,,,,,,,994.09,0.00,29.2,3.31,3.35,1,16,-77.08789,39.45769,218.36,20220731,16:48:25,0.04,0.15,0.10,240,
14991,,,,,,,,,,,,993.96,-0.00,29.2,3.31,3.35,1,18,-77.08789,39.45769,218.43,20220731,16:48:26,0.06,0.13,0.11,240,
14992,,,,,,,,,,,,993.98,0.00,29.2,3.31,3.35,1,18,-77.08789,39.45769,218.35,20220731,16:48:27,0.14,0.02,0.10,240,
14993,,,,,,,,,,,,994.03,0.00,29.2,3.31,3.35,1,17,-77.08789,39.45769,218.20,20220731,16:48:28,0.04,-0.03,0.10,240,
14994,,,,,,,,,,,,993.98,0.00,29.2,3.31,3.35,1,18,-77.08789,39.45769,218.12,20220731,16:48:29,0.06,0.07,0.10,240,
14995,,,,,,,,,,,,993.95,-0.00,29.2,3.31,3.35,1,18,-77.08789,39.45769,217.97,20220731,16:48:30,0.02,0.01,0.09,240,
14996,,,,,,,,,,,,994.00,0.00,29.2,3.31,3.35,1,17,-77.08789,39.45769,217.86,20220731,16:48:31,0.05,0.08,0.09,240,
14997,,,,,,,,,,,,993.89,-0.00,29.2,3.31,3.35,1,18,-77.08789,39.45769,217.76,20220731,16:48:32,0.06,0.00,0.09,240,
14998,,,,,,,,,,,,994.05,0.00,29.2,3.31,3.35,1,18,-77.08789,39.45769,217.84,20220731,16:48:33,0.07,0.30,0.10,240,
14999,,,,,,,,,,,,993.98,0.00,29.2,3.31,3.35,1,18,-77.08789,39.45769,217.94,20220731,16:48:34,0.16,0.37,0.11,240,
15000,,,,,,,,,,,,993.94,-0.00,29.2,3.31,3.35,1,18,-77.08789,39.45769,218.05,20220731,16:48:35,0.05,0.22,0.11,240,
15001,,,,,,,,,,,,994.01,0.00,29.2,3.31,3.35,1,18,-77.08789,39.45769,217.88,20220731,16:48:36,0.11,0.04,0.11,240,
15002,,,,,,,,,,,,994.01,0.00,29.2,3.31,3.35,1,17,-77.08789,39.45769,217.68,20220731,16:48:37,0.09,0.01,0.10,240,
15003,,,,,,,,,,,,994.04,0.00,29.2,3.31,3.35,1,18,-77.08789,39.45769,217.59,20220731,16:48:38,0.08,0.11,0.10,240,
15004,,,,,,,,,,,,993.93,-0.00,29.2,3.31,3.35,1,18,-77.08789,39.45769,217.48,20220731,16:48:39,0.03,0.06,0.10,240,
15005,,,,,,,,,,,,993.99,0.00,29.2,3.31,3.35,1,17,-77.08789,39.45769,217.47,20220731,16:48:40,0.14,0.12,0.10,240,
15006,,,,,,,,,,,,993.97,-0.00,29.2,3.31,3.35,1,18,-77.08789,39.45769,217.51,20220731,16:48:41,0.07,0.15,0.10,240,
15007,,,,,,,,,,,,994.03,0.00,29.2,3.31,3.35,1,18,-77.08789,39.45769,217.47,20220731,16:48:42,0.05,0.09,0.10,240,
15008,,,,,,,,,,,,993.94,-0.00,29.2,3.31,3.35,1,17,-77.08789,39.45769,217.22,20220731,16:48:43,0.06,0.15,0.10,240,
15009,,,,,,,,,,,,993.92,-0.00,29.2,3.31,3.35,1,18,-77.08789,39.45769,217.09,20220731,16:48:44,0.07,0.20,0.11,240,
15010,,,,,,,,,,,,994.02,0.00,29.2,3.31,3.35,1,18,-77.08789,39.45769,217.01,20220731,16:48:45,0.05,0.00,0.10,240,
15011,,,,,,,,,,,,994.03,0.00,29.2,3.31,3.35,1,17,-77.08789,39.45769,217.04,20220731,16:48:46,0.04,0.04,0.10,240,
15012,,,,,,,,,,,,993.94,-0.00,29.2,3.31,3.35,1,18,-77.08789,39.45769,217.04,20220731,16:48:47,0.06,0.05,0.10,240,
15013,,,,,,,,,,,,993.95,-0.00,29.2,3.31,3.35,1,18,-77.08789,39.45769,216.93,20220731,16:48:48,0.13,0.14,0.10,240,
15014,,,,,,,,,,,,994.04,0.00,29.2,3.31,3.35,1,18,-77.08789,39.45769,216.88,20220731,16:48:49,0.08,0.16,0.10,240,
15015,,,,,,,,,,,,993.99,0.00,29.2,3.31,3.35,1,18,-77.08789,39.45769,216.86,20220731,16:48:50,0.09,0.23,0.11,240,
15016,,,,,,,,,,,,994.03,0.00,29.2,3.31,3.35,1,18,-77.08789,39.45769,216.87,20220731,16:48:51,0.09,0.21,0.11,240,
15017,,,,,,,,,,,,993.95,-0.00,29.2,3.31,3.35,1,17,-77.08789,39.45769,216.98,20220731,16:48:52,0.07,0.16,0.11,240,
15018,,,,,,,,,,,,994.05,0.00,29.2,3.31,3.35,1,18,-77.08789,39.45769,216.92,20220731,16:48:53,0.08,0.12,0.11,240,
15019,,,,,,,,,,,,993.96,-0.00,29.2,3.31,3.35,1,18,-77.08789,39.45769,216.91,20220731,16:48:54,0.04,0.17,0.11,240,
15020,,,,,,,,,,,,994.03,0.00,29.2,3.31,3.35,1,17,-77.08789,39.45769,217.05,20220731,16:48:55,0.06,0.16,0.11,240,
15021,,,,,,,,,,,,994.02,0.00,29.3,3.31,3.35,1,18,-77.08789,39.45769,217.24,20220731,16:48:56,0.03,0.06,0.11,240,
15022,,,,,,,,,,,,993.99,0.00,29.2,3.31,3.35,1,18,-77.08789,39.45769,217.43,20220731,16:48:57,0.09,0.12,0.11,240,
15023,,,,,,,,,,,,994.10,0.00,29.2,3.31,3.35,1,17,-77.08789,39.45769,217.56,20220731,16:48:58,0.06,0.10,0.11,240,
15024,,,,,,,,,,,,994.01,0.00,29.2,3.31,3.35,1,18,-77.08789,39.45769,217.59,20220731,16:48:59,0.15,0.01,0.11,240,
15025,,,,,,,,,,,,994.04,0.00,29.3,3.31,3.35,1,18,-77.08789,39.45769,217.65,20220731,16:49:00,0.14,0.11,0.11,240,
15026,,,,,,,,,,,,993.99,0.00,29.3,3.31,3.35,1,18,-77.08789,39.45769,217.63,20220731,16:49:01,0.09,0.10,0.11,240,
15027,,,,,,,,,,,,994.01,0.00,29.3,3.31,3.35,1,18,-77.08789,39.45769,217.67,20220731,16:49:02,0.08,0.14,0.11,240,
15028,,,,,,,,,,,,993.97,-0.00,29.3,3.31,3.35,1,18,-77.08789,39.45769,217.79,20220731,16:49:03,0.05,0.22,0.11,240,
15029,,,,,,,,,,,,994.00,0.00,29.3,3.31,3.35,1,18,-77.08789,39.45769,217.82,20220731,16:49:04,0.03,0.25,0.12,240,
15030,,,,,,,,,,,,993.94,-0.00,29.3,3.31,3.35,1,18,-77.08789,39.45769,217.90,20220731,16:49:05,0.06,0.11,0.12,240,
15031,,,,,,,,,,,,993.99,0.00,29.3,3.31,3.35,1,18,-77.08789,39.45769,217.90,20220731,16:49:06,0.04,0.08,0.11,240,
15032,,,,,,,,,,,,993.98,-0.00,29.3,3.31,3.35,1,18,-77.08789,39.45768,217.83,20220731,16:49:07,0.08,0.07,0.11,240,
15033,,,,,,,,,,,,994.02,0.00,29.3,3.31,3.35,1,18,-77.08789,39.45768,217.68,20220731,16:49:08,0.05,0.04,0.11,240,
15034,,,,,,,,,,,,994.01,0.00,29.3,3.31,3.35,1,18,-77.08789,39.45768,217.71,20220731,16:49:09,0.07,0.13,0.11,240,
15035,,,,,,,,,,,,993.93,-0.00,29.3,3.31,3.35,1,17,-77.08788,39.45768,217.71,20220731,16:49:10,0.06,0.20,0.11,240,
15036,,,,,,,,,,,,993.98,-0.00,29.3,3.31,3.35,1,18,-77.08788,39.45768,217.81,20220731,16:49:11,0.11,0.22,0.12,240,
15037,,,,,,,,,,,,994.02,0.00,29.3,3.31,3.35,1,18,-77.08788,39.45768,217.81,20220731,16:49:12,0.12,0.13,0.12,240,
15038,,,,,,,,,,,,993.99,0.00,29.3,3.31,3.35,1,18,-77.08789,39.45768,217.69,20220731,16:49:13,0.14,0.15,0.12,240,
15039,,,,,,,,,,,,993.94,-0.00,29.3,3.31,3.35,1,18,-77.08789,39.45768,217.76,20220731,16:49:14,0.19,0.43,0.13,240,
15040,,,,,,,,,,,,993.93,-0.00,29.3,3.31,3.35,1,18,-77.08788,39.45768,217.79,20220731,16:49:15,0.10,0.19,0.13,240,
15041,,,,,,,,,,,,993.97,-0.00,29.3,3.31,3.35,1,17,-77.08788,39.45768,217.91,20220731,16:49:16,0.03,0.21,0.13,240,
15042,,,,,,,,,,,,993.97,-0.00,29.3,3.31,3.35,1,18,-77.08788,39.45768,217.91,20220731,16:49:17,0.10,0.02,0.13,240,
15043,,,,,,,,,,,,994.01,0.00,29.3,3.31,3.35,1,18,-77.08789,39.45768,217.80,20220731,16:49:18,0.02,0.02,0.12,240,
15044,,,,,,,,,,,,993.93,-0.00,29.3,3.31,3.35,1,18,-77.08789,39.45768,217.65,20220731,16:49:19,0.09,0.05,0.12,240,
15045,,,,,,,,,,,,994.00,0.00,29.3,3.31,3.35,1,18,-77.08789,39.45768,217.61,20220731,16:49:20,0.08,0.11,0.12,240,
15046,,,,,,,,,,,,993.97,-0.00,29.3,3.31,3.35,1,18,-77.08788,39.45768,217.43,20220731,16:49:21,0.15,0.07,0.12,240,
15047,,,,,,,,,,,,993.97,-0.00,29.3,3.31,3.35,1,17,-77.08788,39.45768,217.44,20220731,16:49:22,0.18,0.24,0.12,240,
15048,,,,,,,,,,,,993.97,-0.00,29.3,3.31,3.35,1,18,-77.08788,39.45768,217.46,20220731,16:49:23,0.12,0.25,0.13,240,
15049,,,,,,,,,,,,994.00,0.00,29.3,3.31,3.35,1,18,-77.08788,39.45768,217.41,20220731,16:49:24,0.17,0.29,0.13,240,
15050,,,,,,,,,,,,993.99,0.00,29.3,3.31,3.35,1,16,-77.08788,39.45768,217.38,20220731,16:49:25,0.12,0.26,0.13,240,
15051,,,,,,,,,,,,993.94,-0.00,29.3,3.31,3.35,1,17,-77.08788,39.45768,217.42,20220731,16:49:26,0.08,0.13,0.13,240,
15052,,,,,,,,,,,,994.02,0.00,29.3,3.31,3.35,1,17,-77.08788,39.45768,217.42,20220731,16:49:27,0.08,0.03,0.13,240,
15053,,,,,,,,,,,,994.00,0.00,29.3,3.31,3.35,1,17,-77.08788,39.45768,217.43,20220731,16:49:28,0.06,0.11,0.13,240,
15054,,,,,,,,,,,,994.01,0.00,29.3,3.31,3.35,1,18,-77.08788,39.45768,217.22,20220731,16:49:29,0.08,-0.11,0.12,240,
15055,,,,,,,,,,,,993.93,-0.00,29.3,3.31,3.35,1,16,-77.08788,39.45768,217.26,20220731,16:49:30,0.07,0.07,0.12,240,
15056,,,,,,,,,,,,994.04,0.00,29.3,3.31,3.35,1,16,-77.08788,39.45768,217.32,20220731,16:49:31,0.06,0.12,0.12,240,
15057,,,,,,,,,,,,993.95,-0.00,29.3,3.31,3.35,1,17,-77.08788,39.45768,217.27,20220731,16:49:32,0.15,0.06,0.12,240,
15058,,,,,,,,,,,,994.01,0.00,29.3,3.31,3.35,1,17,-77.08788,39.45768,217.32,20220731,16:49:33,0.08,0.15,0.12,240,
15059,,,,,,,,,,,,993.99,0.00,29.3,3.31,3.35,1,16,-77.08788,39.45768,217.30,20220731,16:49:34,0.08,0.33,0.13,240,
15060,,,,,,,,,,,,993.95,-0.00,29.3,3.31,3.35,1,16,-77.08788,39.45768,217.44,20220731,16:49:35,0.08,0.13,0.13,240,
15061,,,,,,,,,,,,993.94,-0.00,29.3,3.32,3.35,1,16,-77.08788,39.45768,217.63,20220731,16:49:36,0.20,-0.02,0.12,240,
15062,,,,,,,,,,,,993.99,0.00,29.3,3.32,3.35,1,15,-77.08788,39.45768,217.71,20220731,16:49:37,0.09,-0.08,0.12,240,
15063,,,,,,,,,,,,993.98,-0.00,29.3,3.32,3.35,1,16,-77.08788,39.45768,217.63,20220731,16:49:38,0.06,0.06,0.11,240,
15064,,,,,,,,,,,,994.07,0.00,29.3,3.32,3.35,1,15,-77.08788,39.45768,217.71,20220731,16:49:39,0.06,0.06,0.11,240,
15065,,,,,,,,,,,,993.99,0.00,29.3,3.32,3.35,1,14,-77.08788,39.45768,217.97,20220731,16:49:40,0.13,0.24,0.12,240,
15066,,,,,,,,,,,,994.08,0.00,29.3,3.32,3.35,1,14,-77.08788,39.45767,217.85,20220731,16:49:41,0.05,0.04,0.11,240,
15067,,,,,,,,,,,,994.01,0.00,29.3,3.32,3.35,1,16,-77.08788,39.45767,217.79,20220731,16:49:42,0.06,0.01,0.11,240,
15068,,,,,,,,,,,,993.99,0.00,29.3,3.32,3.35,1,15,-77.08788,39.45768,218.02,20220731,16:49:43,0.16,0.31,0.12,240,
15069,,,,,,,,,,,,993.93,-0.00,29.3,3.32,3.35,1,16,-77.08788,39.45768,218.11,20220731,16:49:44,0.27,0.36,0.12,240,
15070,,,,,,,,,,,,993.96,-0.00,29.3,3.32,3.35,1,16,-77.08788,39.45768,218.22,20220731,16:49:45,0.04,0.06,0.12,240,
15071,,,,,,,,,,,,993.98,-0.00,29.3,3.32,3.36,1,15,-77.08788,39.45768,218.29,20220731,16:49:46,0.08,0.06,0.12,240,
15072,,,,,,,,,,,,993.94,-0.00,29.3,3.32,3.36,1,16,-77.08788,39.45768,218.43,20220731,16:49:47,0.15,0.09,0.12,240,
15073,,,,,,,,,,,,993.98,-0.00,29.3,3.32,3.36,1,17,-77.08788,39.45768,218.38,20220731,16:49:48,0.06,0.04,0.12,240,
15074,,,,,,,,,,,,993.98,-0.00,29.3,3.32,3.36,1,15,-77.08787,39.45768,218.33,20220731,16:49:49,0.04,0.02,0.11,240,
15075,,,,,,,,,,,,993.98,-0.00,29.3,3.32,3.36,1,17,-77.08787,39.45768,218.49,20220731,16:49:50,0.15,0.19,0.11,240,
15076,,,,,,,,,,,,993.94,-0.00,29.3,3.32,3.36,1,15,-77.08787,39.45768,218.47,20220731,16:49:51,0.11,0.16,0.12,240,
15077,,,,,,,,,,,,994.01,0.00,29.4,3.32,3.36,1,14,-77.08787,39.45768,218.73,20220731,16:49:52,0.19,0.37,0.12,240,
15078,,,,,,,,,,,,993.99,0.00,29.3,3.32,3.36,1,16,-77.08787,39.45768,218.78,20220731,16:49:53,0.14,0.33,0.13,240,
